2026-02-14 11:40:27 | INFO     | services.db | Database connection established
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:29 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:29 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:29 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:29 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:29 | INFO     | api.profile_routes | Implicit interest upgraded to explicit
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:30 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:30 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:40:30 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application started successfully
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:40:30 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:40:30 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:40:30 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:18 | INFO     | services.db | Database connection established
2026-02-14 11:44:18 | DEBUG    | services.db | Database collections initialized
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:44:19 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:44:19 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:44:19 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:44:19 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:19 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:19 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:20 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:20 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:20 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:20 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:21 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:21 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:21 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:21 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:21 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:21 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:21 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:21 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:21 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:21 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:22 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:22 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:22 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:22 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:22 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:23 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:23 | INFO     | api.profile_routes | Implicit interest upgraded to explicit
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:23 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:23 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:44:23 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application started successfully
2026-02-14 11:44:23 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:44:23 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:27 | INFO     | services.db | Database connection established
2026-02-14 11:48:27 | DEBUG    | services.db | Database collections initialized
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:48:28 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:48:28 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:48:28 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:48:28 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
